email,company_name,domain,category,city,subject,body
user@domain.com,Eadie Eye Centre,www.eadieeyecentre.com,Eye care center,Halifax,Halifax student with an idea for Eadie Eye,"Hey,

I'm a Dalhousie student working on something I think could help Eadie Eye Centre.

I know eye care centres juggle walk-ins and phone calls at the same time. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
fivecornerswellness@hotmail.com,Five Corners Wellness Centre,www.fivecornerswellness.com,Osteopath,Dartmouth,"Dal student, quick question for Five Corners","Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Five Corners Wellness Centre.

I know osteopathic practices miss calls during treatments all the time. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@casaromawellness.com,Casaroma Wellness Centre,www.casaromawellness.com,Wellness center,Dartmouth,Would this help Casaroma?,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Casaroma Wellness Centre and thought this might be relevant.

I know wellness centres lose a lot of first-time clients when calls go unanswered. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@watershedwellness.ca,Watershed Wellness,watershedwellnesshfx.com,Wellness center,Halifax,Idea for Watershed,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Watershed Wellness and thought this might be relevant.

I know wellness centres lose a lot of first-time clients when calls go unanswered. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@evolveintegratedhealth.com,Evolve Integrated Health,www.evolveintegratedhealth.com,Wellness center,Halifax,Would this help Evolve Integrated Health?,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Evolve Integrated Health might find this interesting.

I know wellness centres lose a lot of first-time clients when calls go unanswered. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
info@terradynewellness.ca,Terradyne Wellness,terradynewellness.ca,Addiction treatment center,Beaver Bank,Terradyne + AI (from a Dal student),"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for addiction treatment centers in Nova Scotia and wanted to connect with Terradyne Wellness.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
nicole@stopthebloodsugarspiral.com,Cabrita Health (FKA) Eat Well Nova Scotia,cabritahealth.com,Wellness center,Halifax,Halifax student with an idea for Cabrita Health (FKA) Eat Well,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Cabrita Health (FKA) Eat Well Nova Scotia might find this interesting.

I know wellness centres lose a lot of first-time clients when calls go unanswered. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
user@domain.com,Lakehouse Salon & Wellness Centre,www.lakehousesalon.com,Wellness center,Dartmouth,Idea for Lakehouse Salon &,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Lakehouse Salon & Wellness Centre.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Lakehouse Salon &? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
ask.thepractice@gmail.com,The Practice: Yoga & Mindful Movement,practicemovement.ca,Wellness center,Dartmouth,Quick question for The Practice: Yoga & Mindful,"Hey,

I'm a Dalhousie student working on something I think could help The Practice: Yoga & Mindful Movement.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
user@domain.com,Local Body Wellness,www.localbody.ca,Massage therapist,Dartmouth,Idea for Local Body,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Dartmouth businesses. Thought Local Body Wellness might find this interesting.

I know every missed call during a session is potentially a lost booking. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
emmasmileyrmt@gmail.com,Flow Integrated Therapy: Yoga & Massage,www.ebbandflowns.com,Wellness center,Dartmouth,Saw Flow Integrated Therapy: Yoga in Dartmouth,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Flow Integrated Therapy: Yoga & Massage.

I know wellness centres lose a lot of first-time clients when calls go unanswered. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
lesley@embodhi.ca,Embodhi Self-Healing,www.embodhi.ca,Wellness center,Dartmouth,Idea for Embodhi Self-Healing,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Embodhi Self-Healing.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@inariwellness.com,Inari Wellness,www.inariwellness.com,Acupuncturist,Dartmouth,"Dal student, quick question for Inari","Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Inari Wellness and thought this might be relevant.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
user@domain.com,The Perinatal Wellness Centre,www.theperinatalwellnesscentre.com,Pregnancy care center,Dartmouth,Would this help The Perinatal?,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to The Perinatal Wellness Centre.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for The Perinatal? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
physiocheri@yahoo.ca,Untangled Health and Wellness,untangledwellness.ca,Physical therapy clinic,Dartmouth,"Dal student, quick question for Untangled Health and","Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Dartmouth businesses. Thought Untangled Health and Wellness might find this interesting.

Most physiotherapy clinics I've talked to have patients dropping off after their first few visits. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
hello@sorespots.com,Sore Spots Massage Therapy Dartmouth,sorespots.com,Massage therapist,Dartmouth,Quick question for Sore Spots Massage Therapy,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Dartmouth businesses. Thought Sore Spots Massage Therapy Dartmouth might find this interesting.

Most massage therapists I've talked to say the phone is their biggest headache since they can't answer mid-session. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
ancastrormt@outlook.com,Angel Castro RMT,angelcastrormt.noterro.com,Wellness center,Dartmouth,"Dal student, quick question for Angel Castro RMT","Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Angel Castro RMT.

I know wellness centres lose a lot of first-time clients when calls go unanswered. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@shantihotyoga.ca,Shanti Hot Yoga,www.shantihotyoga.ca,Yoga studio,Dartmouth,Shanti Hot Yoga + AI (from a Dal student),"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Shanti Hot Yoga.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
dssclogo@4x.png,North End Community Health Centre,nechc.com,Community health center,Halifax,Would this help North End Community Health?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for community health centers in Nova Scotia and wanted to connect with North End Community Health Centre.

I know how many calls service businesses miss during their busiest hours. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@rootedrose.ca,Rooted Rose Community Acupuncture Dartmouth,rootedrose.ca,Acupuncture clinic,Dartmouth,Would this help Rooted Rose Community?,"Hey,

I'm a Dalhousie student working on something I think could help Rooted Rose Community Acupuncture Dartmouth.

I know acupuncture clinics can't answer the phone during treatments. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
info@wholetherapy.ca,Wholetherapy,www.wholetherapy.ca,Mental health service,Dartmouth,Wholetherapy + AI (from a Dal student),"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Wholetherapy.

I know mental health practices lose new client inquiries when calls go unanswered during sessions. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
jinpingzhangtcm@gmail.com,Gongfu Health & Wellness,www.gongfutcm.com,Acupuncture clinic,Bedford,Bedford student with an idea for Gongfu Health &,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Gongfu Health & Wellness and thought this might be relevant.

I know acupuncture clinics can't answer the phone during treatments. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
swinterson@ymcasc.org,Fall River YMCA,ymcasouthcoast.org,Non-profit organization,Fall River,Quick question for Fall River YMCA,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Fall River YMCA.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
hello@integratedhealthcentre.ca,Integrated Health Centre,www.integratedhealthcentre.ca,Community health center,Pembroke,Idea for Integrated Health,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Pembroke businesses. Thought Integrated Health Centre might find this interesting.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
example@email.com,EHN Guardians Gateway,ehnguardians.ca,Addiction treatment center,Peterborough,Quick question for EHN Guardians Gateway,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Peterborough businesses. Thought EHN Guardians Gateway might find this interesting.

I know how many calls service businesses miss during their busiest hours. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
admin@midtownmed.ca,Wychwood Family Health Centre,wychwoodfhc.ca,Medical Center,Toronto,Would this help Wychwood Family Health?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for medical centers in Nova Scotia and wanted to connect with Wychwood Family Health Centre.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
properties@fcr.ca,Cedarbrae Centre,www.cedarbraecentre.com,Shopping mall,Toronto,Quick question for Cedarbrae,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Cedarbrae Centre.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Cedarbrae? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
example@email.com,EHN Bellwood Toronto,www.edgewoodhealthnetwork.com,Addiction treatment center,Toronto,For EHN Bellwood Toronto re: missed calls,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across EHN Bellwood Toronto and thought this might be relevant.

I know how many calls service businesses miss during their busiest hours. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
user@domain.com,Bedford Cafe,www.bedfordcafe.nyc,American restaurant,Bronx,For Bedford Cafe re: missed calls,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Bedford Cafe.

I know how many calls service businesses miss during their busiest hours. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
media@bioscript.ca,Coverdale Infusion Clinic,bioscript.ca,Medical clinic,Halifax,Coverdale Infusion + AI (from a Dal student),"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Coverdale Infusion Clinic.

I know medical clinics deal with overwhelming call volume and patients waiting on hold. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
mardaloop@essencewellness.ca,Essence Wellness Clinic - Mahogany,www.essencewellness.ca,Wellness center,Calgary,"Dal student, quick question for Essence Wellness Clinic -","Hey,

I'm a Dalhousie student working on something I think could help Essence Wellness Clinic - Mahogany.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
mardaloop@essencewellness.ca,Essence Wellness Clinic - Marda Loop,essencewellness.ca,Wellness center,Calgary,Idea for Essence Wellness Clinic -,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Calgary businesses. Thought Essence Wellness Clinic - Marda Loop might find this interesting.

Most wellness businesses I've talked to struggle to get one-time visitors to rebook. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
tag-purple@48.png,TELUS Health Care Centre - Calgary,www.telus.com,Medical clinic,Calgary,Quick question for TELUS Health Care Centre -,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Calgary businesses. Thought TELUS Health Care Centre - Calgary might find this interesting.

I know medical clinics deal with overwhelming call volume and patients waiting on hold. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
customersuccess@rockdocinc.ca,Rockdoc Consulting Inc.,rockdocinc.ca,Travel clinic,Vancouver,Vancouver student with an idea for Rockdoc Consulting,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Rockdoc Consulting Inc..

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Rockdoc Consulting? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
hello@dermphicentre.com,Dermphi Centre™,www.dermphicentre.com,Dermatologist,Calgary,Would this help Dermphi Centre™?,"Hey,

I'm a Dalhousie student working on something I think could help Dermphi Centre™.

I know how many calls service businesses miss during their busiest hours. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
burnabynorthgate@goodlifefitness.com,GoodLife Fitness Burnaby Northgate,www.goodlifefitness.com,Gym,Burnaby,Idea for GoodLife Fitness Burnaby,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for gyms in Nova Scotia and wanted to connect with GoodLife Fitness Burnaby Northgate.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
ctv_calgary_news_content_group@bell.ca,CTV Calgary,calgary.ctvnews.ca,Television studio,Calgary,For CTV Calgary re: missed calls,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Calgary businesses. Thought CTV Calgary might find this interesting.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
sales@canadianappliance.ca,Canadian Appliance Source Calgary,www.canadianappliance.ca,Appliance store,Calgary,"Dal student, quick question for Canadian Appliance Source","Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Canadian Appliance Source Calgary and thought this might be relevant.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
events@iflywilmington.com,iFLY Indoor Skydiving - Portland,www.iflyworld.com,Skydiving center,Portland,Portland student with an idea for iFLY Indoor Skydiving -,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across iFLY Indoor Skydiving - Portland and thought this might be relevant.

I know how many calls service businesses miss during their busiest hours. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@halifaxnaturopathic.ca,Halifax Naturopathic Health Centre,www.halifaxnaturopathic.ca,Naturopathic practitioner,Halifax,"Dal student, quick question for Halifax Naturopathic Health","Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Halifax Naturopathic Health Centre.

I know naturopathic practices miss calls during consultations all the time. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Halifax Naturopathic Health? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
martha@marthafaron.com,Sage Elements Naturopathic Clinic,www.sageelements.ca,Holistic medicine practitioner,Halifax,Saw Sage Elements Naturopathic in Halifax,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Sage Elements Naturopathic Clinic might find this interesting.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
hello@nadia-nd.com,"Dr Nadia Tymoshenko ND, Naturopathic Doctor",nadia-nd.com,Naturopathic practitioner,Halifax,"Dr Nadia Tymoshenko ND, + AI (from a Dal student)","Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Dr Nadia Tymoshenko ND, Naturopathic Doctor.

I know naturopathic practices miss calls during consultations all the time. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Dr Nadia Tymoshenko ND,? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
info@naturalchoices.ca,Natural Choices Health Care,www.naturalchoices.ca,Naturopathic practitioner,Halifax,Halifax student with an idea for Natural Choices Health Care,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Natural Choices Health Care.

I know naturopathic practices miss calls during consultations all the time. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@hawthornclinic.ca,Hawthorn Clinic Inc,www.hawthornclinic.ca,Naturopathic practitioner,Kentville,Idea for Hawthorn,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for naturopathic practitioners in Nova Scotia and wanted to connect with Hawthorn Clinic Inc.

I know naturopathic practices miss calls during consultations all the time. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@kingsportclinic.com,Kingsport Osteopathic Clinic,kingsportclinic.com,Massage therapist,Canning,For Kingsport Osteopathic re: missed calls,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Kingsport Osteopathic Clinic.

Most massage therapists I've talked to say the phone is their biggest headache since they can't answer mid-session. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Kingsport Osteopathic? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
admin@halifaxchc.ca,Halifax Complementary Health Centre,halifaxchc.ca,Osteopath,Halifax,Idea for Halifax Complementary Health,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Halifax Complementary Health Centre might find this interesting.

I know osteopathic practices miss calls during treatments all the time. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
stacupunctureclinic@gmail.com,LifeCare - Acupuncture & Natural Medicine Clinic,www.acupuncturens.ca,Naturopathic practitioner,Halifax,Would this help LifeCare - Acupuncture &?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for naturopathic practitioners in Nova Scotia and wanted to connect with LifeCare - Acupuncture & Natural Medicine Clinic.

I know naturopathic practices miss calls during consultations all the time. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
hfxacupuncture@gmail.com,Halifax Acupuncture & Holistic Health Centre,halifax-acupuncture.com,Acupuncture clinic,Halifax,Quick question for Halifax Acupuncture &,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Halifax Acupuncture & Holistic Health Centre might find this interesting.

I know acupuncture clinics can't answer the phone during treatments. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
barb.brennan@honeyandginger.ca,Honey & Ginger Dartmouth,honeyandginger.ca,Health food store,Dartmouth,Dartmouth student with an idea for Honey & Ginger Dartmouth,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for health food stores in Nova Scotia and wanted to connect with Honey & Ginger Dartmouth.

I know how many calls service businesses miss during their busiest hours. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
martha@marthafaron.com,Martha Faron Osteopath,www.marthafaron.com,Osteopath,Halifax,Halifax student with an idea for Martha Faron Osteopath,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Martha Faron Osteopath and thought this might be relevant.

I know osteopathic practices miss calls during treatments all the time. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@growwellcounselling.ca,Grow Well Counselling,growwellcounselling.ca,Mental health service,Bedford,"Dal student, quick question for Grow Well Counselling","Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for mental health services in Nova Scotia and wanted to connect with Grow Well Counselling.

I know mental health practices lose new client inquiries when calls go unanswered during sessions. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@smbcounselling.ca,SMB Counselling Group,smbcounselling.ca,Counselor,Bedford,SMB Counselling + AI (from a Dal student),"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like SMB Counselling Group.

I know counsellors miss intake calls because you're in session all day. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
catherine@compassioncovecounselling.com,Compassion Cove Counselling Collective,www.compassioncovecounselling.com,Counselor,Bedford,Quick question for Compassion Cove Counselling,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Bedford businesses. Thought Compassion Cove Counselling Collective might find this interesting.

I know counsellors miss intake calls because you're in session all day. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
admin@atclinic.ca,Anxiety & Trauma Clinic of Nova Scotia,halifaxanxietytrauma.ca,Psychotherapist,Bedford,Bedford student with an idea for Anxiety & Trauma Clinic of,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Bedford businesses. Thought Anxiety & Trauma Clinic of Nova Scotia might find this interesting.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
drpure@drpureandassociates.com,Dr. Kiran Pure and Associates Ltd.,drpureandassociates.com,Psychologist,Dartmouth,"Dal student, quick question for Kiran Pure and","Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Dartmouth businesses. Thought Dr. Kiran Pure and Associates Ltd. might find this interesting.

I know psychologists can't pick up the phone during sessions, and potential clients rarely call back. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
info@spectrumtherapeuticsolutions.ca,Spectrum Therapeutic Solutions,spectrumtherapeuticsolutions.ca,Psychotherapist,Dartmouth,"Dal student, quick question for Spectrum Therapeutic Solutions","Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Spectrum Therapeutic Solutions.

I know how many calls service businesses miss during their busiest hours. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@mindfultherapies.ca,Mindful Therapies,www.mindfultherapies.org,Mental health service,Dartmouth,Quick question for Mindful Therapies,"Hey,

I'm a Dalhousie student working on something I think could help Mindful Therapies.

I know mental health practices lose new client inquiries when calls go unanswered during sessions. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
